Balayage;Temps;Temps;S304;S 305
5131;30/01/2023 11:20;30/01/2023 11:20;59,685;60,095
5132;30/01/2023 11:21;30/01/2023 11:21;59,685;60,098
5133;30/01/2023 11:21;30/01/2023 11:21;59,685;60,095
5134;30/01/2023 11:21;30/01/2023 11:21;59,679;60,087
5135;30/01/2023 11:21;30/01/2023 11:21;59,687;60,087
5136;30/01/2023 11:21;30/01/2023 11:21;59,687;60,084
5137;30/01/2023 11:21;30/01/2023 11:21;59,685;60,095
5138;30/01/2023 11:21;30/01/2023 11:21;59,687;60,098
5139;30/01/2023 11:21;30/01/2023 11:21;59,685;60,095
5140;30/01/2023 11:21;30/01/2023 11:21;59,685;60,095
5141;30/01/2023 11:21;30/01/2023 11:21;59,685;60,087
5142;30/01/2023 11:21;30/01/2023 11:21;59,687;60,095
5143;30/01/2023 11:21;30/01/2023 11:21;59,685;60,093
5144;30/01/2023 11:22;30/01/2023 11:22;59,685;60,095
5145;30/01/2023 11:22;30/01/2023 11:22;59,685;60,095
5146;30/01/2023 11:22;30/01/2023 11:22;59,685;60,093
5147;30/01/2023 11:22;30/01/2023 11:22;59,682;60,093
5148;30/01/2023 11:22;30/01/2023 11:22;59,682;60,098
5149;30/01/2023 11:22;30/01/2023 11:22;59,682;60,09
5150;30/01/2023 11:22;30/01/2023 11:22;59,687;60,095
5151;30/01/2023 11:22;30/01/2023 11:22;59,679;60,095
5152;30/01/2023 11:22;30/01/2023 11:22;59,682;60,087
5153;30/01/2023 11:22;30/01/2023 11:22;59,682;60,087
5154;30/01/2023 11:22;30/01/2023 11:22;59,682;60,09
5155;30/01/2023 11:22;30/01/2023 11:22;59,682;60,095
5156;30/01/2023 11:23;30/01/2023 11:23;59,682;60,087
5157;30/01/2023 11:23;30/01/2023 11:23;59,685;60,09
5158;30/01/2023 11:23;30/01/2023 11:23;59,682;60,084
5159;30/01/2023 11:23;30/01/2023 11:23;59,682;60,087
5160;30/01/2023 11:23;30/01/2023 11:23;59,682;60,084
5161;30/01/2023 11:23;30/01/2023 11:23;59,679;60,093
5162;30/01/2023 11:23;30/01/2023 11:23;59,685;60,084
5163;30/01/2023 11:23;30/01/2023 11:23;59,682;60,093
5164;30/01/2023 11:23;30/01/2023 11:23;59,679;60,09
5165;30/01/2023 11:23;30/01/2023 11:23;59,685;60,084
5166;30/01/2023 11:23;30/01/2023 11:23;59,682;60,095
5167;30/01/2023 11:23;30/01/2023 11:23;59,69;60,09
5168;30/01/2023 11:24;30/01/2023 11:24;59,682;60,087
5169;30/01/2023 11:24;30/01/2023 11:24;59,685;60,093
5170;30/01/2023 11:24;30/01/2023 11:24;59,685;60,09
5171;30/01/2023 11:24;30/01/2023 11:24;59,685;60,082
5172;30/01/2023 11:24;30/01/2023 11:24;59,682;60,09
5173;30/01/2023 11:24;30/01/2023 11:24;59,679;60,09
5174;30/01/2023 11:24;30/01/2023 11:24;59,679;60,093
5175;30/01/2023 11:24;30/01/2023 11:24;59,682;60,087
5176;30/01/2023 11:24;30/01/2023 11:24;59,687;60,095
5177;30/01/2023 11:24;30/01/2023 11:24;59,685;60,09
5178;30/01/2023 11:24;30/01/2023 11:24;59,685;60,098
5179;30/01/2023 11:24;30/01/2023 11:24;59,679;60,087
5180;30/01/2023 11:25;30/01/2023 11:25;59,685;60,09
5181;30/01/2023 11:25;30/01/2023 11:25;59,685;60,087
5182;30/01/2023 11:25;30/01/2023 11:25;59,685;60,098
5183;30/01/2023 11:25;30/01/2023 11:25;59,679;60,095
5184;30/01/2023 11:25;30/01/2023 11:25;59,685;60,095
5185;30/01/2023 11:25;30/01/2023 11:25;59,682;60,101
5186;30/01/2023 11:25;30/01/2023 11:25;59,682;60,087
5187;30/01/2023 11:25;30/01/2023 11:25;59,685;60,098
5188;30/01/2023 11:25;30/01/2023 11:25;59,685;60,093
5189;30/01/2023 11:25;30/01/2023 11:25;59,685;60,098
5190;30/01/2023 11:25;30/01/2023 11:25;59,685;60,104
5191;30/01/2023 11:25;30/01/2023 11:25;59,685;60,087
5192;30/01/2023 11:26;30/01/2023 11:26;59,685;60,09
5193;30/01/2023 11:26;30/01/2023 11:26;59,687;60,09
5194;30/01/2023 11:26;30/01/2023 11:26;59,687;60,087
5195;30/01/2023 11:26;30/01/2023 11:26;59,682;60,095
5196;30/01/2023 11:26;30/01/2023 11:26;59,685;60,098
5197;30/01/2023 11:26;30/01/2023 11:26;59,687;60,098
5198;30/01/2023 11:26;30/01/2023 11:26;59,685;60,106
5199;30/01/2023 11:26;30/01/2023 11:26;59,685;60,095
5200;30/01/2023 11:26;30/01/2023 11:26;59,687;60,098
5201;30/01/2023 11:26;30/01/2023 11:26;59,685;60,098
5202;30/01/2023 11:26;30/01/2023 11:26;59,685;60,084
5203;30/01/2023 11:26;30/01/2023 11:26;59,687;60,087
5204;30/01/2023 11:27;30/01/2023 11:27;59,687;60,087
5205;30/01/2023 11:27;30/01/2023 11:27;59,685;60,087
5206;30/01/2023 11:27;30/01/2023 11:27;59,682;60,084
5207;30/01/2023 11:27;30/01/2023 11:27;59,685;60,082
5208;30/01/2023 11:27;30/01/2023 11:27;59,674;60,082
5209;30/01/2023 11:27;30/01/2023 11:27;59,663;60,073
5210;30/01/2023 11:27;30/01/2023 11:27;59,632;60,04
5211;30/01/2023 11:27;30/01/2023 11:27;59,585;60,002
5212;30/01/2023 11:27;30/01/2023 11:27;59,514;59,938
5213;30/01/2023 11:27;30/01/2023 11:27;59,42;59,858
5214;30/01/2023 11:27;30/01/2023 11:27;59,304;59,751
5215;30/01/2023 11:27;30/01/2023 11:27;59,172;59,61
5216;30/01/2023 11:28;30/01/2023 11:28;59,024;59,464
5217;30/01/2023 11:28;30/01/2023 11:28;58,856;59,285
5218;30/01/2023 11:28;30/01/2023 11:28;58,669;59,114
5219;30/01/2023 11:28;30/01/2023 11:28;58,477;58,919
5220;30/01/2023 11:28;30/01/2023 11:28;58,271;58,708
5221;30/01/2023 11:28;30/01/2023 11:28;58,063;58,494
5222;30/01/2023 11:28;30/01/2023 11:28;57,843;58,277
5223;30/01/2023 11:28;30/01/2023 11:28;57,616;58,055
5224;30/01/2023 11:28;30/01/2023 11:28;57,385;57,802
5225;30/01/2023 11:28;30/01/2023 11:28;57,149;57,566
5226;30/01/2023 11:28;30/01/2023 11:28;56,91;57,333
5227;30/01/2023 11:28;30/01/2023 11:28;56,677;57,089
5228;30/01/2023 11:29;30/01/2023 11:29;56,43;56,839
5229;30/01/2023 11:29;30/01/2023 11:29;56,188;56,583
5230;30/01/2023 11:29;30/01/2023 11:29;55,947;56,345
5231;30/01/2023 11:29;30/01/2023 11:29;55,711;56,092
5232;30/01/2023 11:29;30/01/2023 11:29;55,461;55,851
5233;30/01/2023 11:29;30/01/2023 11:29;55,219;55,601
5234;30/01/2023 11:29;30/01/2023 11:29;54,97;55,351
5235;30/01/2023 11:29;30/01/2023 11:29;54,734;55,118
5236;30/01/2023 11:29;30/01/2023 11:29;54,487;54,879
5237;30/01/2023 11:29;30/01/2023 11:29;54,25;54,64
5238;30/01/2023 11:29;30/01/2023 11:29;54,009;54,377
5239;30/01/2023 11:29;30/01/2023 11:29;53,776;54,141
5240;30/01/2023 11:30;30/01/2023 11:30;53,531;53,896
5241;30/01/2023 11:30;30/01/2023 11:30;53,295;53,669
5242;30/01/2023 11:30;30/01/2023 11:30;53,059;53,43
5243;30/01/2023 11:30;30/01/2023 11:30;52,829;53,186
5244;30/01/2023 11:30;30/01/2023 11:30;52,587;52,955
5245;30/01/2023 11:30;30/01/2023 11:30;52,357;52,724
5246;30/01/2023 11:30;30/01/2023 11:30;52,123;52,477
5247;30/01/2023 11:30;30/01/2023 11:30;51,893;52,252
5248;30/01/2023 11:30;30/01/2023 11:30;51,662;52
5249;30/01/2023 11:30;30/01/2023 11:30;51,437;51,777
5250;30/01/2023 11:30;30/01/2023 11:30;51,212;51,544
5251;30/01/2023 11:30;30/01/2023 11:30;50,987;51,327
5252;30/01/2023 11:31;30/01/2023 11:31;50,77;51,1
5253;30/01/2023 11:31;30/01/2023 11:31;50,54;50,877
5254;30/01/2023 11:31;30/01/2023 11:31;50,326;50,658
5255;30/01/2023 11:31;30/01/2023 11:31;50,106;50,433
5256;30/01/2023 11:31;30/01/2023 11:31;49,884;50,202
5257;30/01/2023 11:31;30/01/2023 11:31;49,67;49,985
5258;30/01/2023 11:31;30/01/2023 11:31;49,453;49,782
5259;30/01/2023 11:31;30/01/2023 11:31;49,244;49,565
5260;30/01/2023 11:31;30/01/2023 11:31;49,03;49,357
5261;30/01/2023 11:31;30/01/2023 11:31;48,819;49,151
5262;30/01/2023 11:31;30/01/2023 11:31;48,607;48,934
5263;30/01/2023 11:31;30/01/2023 11:31;48,399;48,739
5264;30/01/2023 11:32;30/01/2023 11:32;48,193;48,509
5265;30/01/2023 11:32;30/01/2023 11:32;47,984;48,308
5266;30/01/2023 11:32;30/01/2023 11:32;47,781;48,097
5267;30/01/2023 11:32;30/01/2023 11:32;47,573;47,896
5268;30/01/2023 11:32;30/01/2023 11:32;47,375;47,702
5269;30/01/2023 11:32;30/01/2023 11:32;47,172;47,488
5270;30/01/2023 11:32;30/01/2023 11:32;46,971;47,284
5271;30/01/2023 11:32;30/01/2023 11:32;46,774;47,098
5272;30/01/2023 11:32;30/01/2023 11:32;46,574;46,889
5273;30/01/2023 11:32;30/01/2023 11:32;46,384;46,694
5274;30/01/2023 11:32;30/01/2023 11:32;46,186;46,502
5275;30/01/2023 11:32;30/01/2023 11:32;45,992;46,304
5276;30/01/2023 11:33;30/01/2023 11:33;45,797;46,11
5277;30/01/2023 11:33;30/01/2023 11:33;45,613;45,923
5278;30/01/2023 11:33;30/01/2023 11:33;45,429;45,736
5279;30/01/2023 11:33;30/01/2023 11:33;45,243;45,561
5280;30/01/2023 11:33;30/01/2023 11:33;45,068;45,361
5281;30/01/2023 11:33;30/01/2023 11:33;44,88;45,172
5282;30/01/2023 11:33;30/01/2023 11:33;44,702;45,005
5283;30/01/2023 11:33;30/01/2023 11:33;44,527;44,828
5284;30/01/2023 11:33;30/01/2023 11:33;44,349;44,653
5285;30/01/2023 11:33;30/01/2023 11:33;44,174;44,475
5286;30/01/2023 11:33;30/01/2023 11:33;44,013;44,297
5287;30/01/2023 11:33;30/01/2023 11:33;43,838;44,133
5288;30/01/2023 11:34;30/01/2023 11:34;43,674;43,972
5289;30/01/2023 11:34;30/01/2023 11:34;43,513;43,811
5290;30/01/2023 11:34;30/01/2023 11:34;43,354;43,655
5291;30/01/2023 11:34;30/01/2023 11:34;43,201;43,499
5292;30/01/2023 11:34;30/01/2023 11:34;43,043;43,346
5293;30/01/2023 11:34;30/01/2023 11:34;42,892;43,19
5294;30/01/2023 11:34;30/01/2023 11:34;42,747;43,048
5295;30/01/2023 11:34;30/01/2023 11:34;42,603;42,911
5296;30/01/2023 11:34;30/01/2023 11:34;42,463;42,753
5297;30/01/2023 11:34;30/01/2023 11:34;42,324;42,619
5298;30/01/2023 11:34;30/01/2023 11:34;42,195;42,49
5299;30/01/2023 11:34;30/01/2023 11:34;42,061;42,354
5300;30/01/2023 11:35;30/01/2023 11:35;41,938;42,228
5301;30/01/2023 11:35;30/01/2023 11:35;41,815;42,111
5302;30/01/2023 11:35;30/01/2023 11:35;41,695;41,987
5303;30/01/2023 11:35;30/01/2023 11:35;41,586;41,881
5304;30/01/2023 11:35;30/01/2023 11:35;41,474;41,766
5305;30/01/2023 11:35;30/01/2023 11:35;41,37;41,662
5306;30/01/2023 11:35;30/01/2023 11:35;41,269;41,569
5307;30/01/2023 11:35;30/01/2023 11:35;41,17;41,476
5308;30/01/2023 11:35;30/01/2023 11:35;41,08;41,383
5309;30/01/2023 11:35;30/01/2023 11:35;40,995;41,296
5310;30/01/2023 11:35;30/01/2023 11:35;40,91;41,208
5311;30/01/2023 11:35;30/01/2023 11:35;40,823;41,121
5312;30/01/2023 11:36;30/01/2023 11:36;40,749;41,053
5313;30/01/2023 11:36;30/01/2023 11:36;40,678;40,962
5314;30/01/2023 11:36;30/01/2023 11:36;40,612;40,905
5315;30/01/2023 11:36;30/01/2023 11:36;40,541;40,834
5316;30/01/2023 11:36;30/01/2023 11:36;40,484;40,771
5317;30/01/2023 11:36;30/01/2023 11:36;40,427;40,714
5318;30/01/2023 11:36;30/01/2023 11:36;40,369;40,659
5319;30/01/2023 11:36;30/01/2023 11:36;40,317;40,61
5320;30/01/2023 11:36;30/01/2023 11:36;40,271;40,574
5321;30/01/2023 11:36;30/01/2023 11:36;40,222;40,52
5322;30/01/2023 11:36;30/01/2023 11:36;40,178;40,479
5323;30/01/2023 11:36;30/01/2023 11:36;40,145;40,443
5324;30/01/2023 11:37;30/01/2023 11:37;40,101;40,399
5325;30/01/2023 11:37;30/01/2023 11:37;40,071;40,372
5326;30/01/2023 11:37;30/01/2023 11:37;40,03;40,342
5327;30/01/2023 11:37;30/01/2023 11:37;40,006;40,317
5328;30/01/2023 11:37;30/01/2023 11:37;39,976;40,298
5329;30/01/2023 11:37;30/01/2023 11:37;39,954;40,263
5330;30/01/2023 11:37;30/01/2023 11:37;39,924;40,238
5331;30/01/2023 11:37;30/01/2023 11:37;39,907;40,216
5332;30/01/2023 11:37;30/01/2023 11:37;39,888;40,191
5333;30/01/2023 11:37;30/01/2023 11:37;39,866;40,178
5334;30/01/2023 11:37;30/01/2023 11:37;39,855;40,164
5335;30/01/2023 11:37;30/01/2023 11:37;39,839;40,148
5336;30/01/2023 11:38;30/01/2023 11:38;39,825;40,134
5337;30/01/2023 11:38;30/01/2023 11:38;39,809;40,126
5338;30/01/2023 11:38;30/01/2023 11:38;39,803;40,112
5339;30/01/2023 11:38;30/01/2023 11:38;39,784;40,107
5340;30/01/2023 11:38;30/01/2023 11:38;39,779;40,096
5341;30/01/2023 11:38;30/01/2023 11:38;39,768;40,096
5342;30/01/2023 11:38;30/01/2023 11:38;39,757;40,093
5343;30/01/2023 11:38;30/01/2023 11:38;39,751;40,085
5344;30/01/2023 11:38;30/01/2023 11:38;39,743;40,074
5345;30/01/2023 11:38;30/01/2023 11:38;39,735;40,068
5346;30/01/2023 11:38;30/01/2023 11:38;39,735;40,058
5347;30/01/2023 11:38;30/01/2023 11:38;39,727;40,06
5348;30/01/2023 11:39;30/01/2023 11:39;39,721;40,066
5349;30/01/2023 11:39;30/01/2023 11:39;39,719;40,049
5350;30/01/2023 11:39;30/01/2023 11:39;39,716;40,055
5351;30/01/2023 11:39;30/01/2023 11:39;39,713;40,049
5352;30/01/2023 11:39;30/01/2023 11:39;39,708;40,052
5353;30/01/2023 11:39;30/01/2023 11:39;39,708;40,038
5354;30/01/2023 11:39;30/01/2023 11:39;39,702;40,038
5355;30/01/2023 11:39;30/01/2023 11:39;39,699;40,033
5356;30/01/2023 11:39;30/01/2023 11:39;39,702;40,033
5357;30/01/2023 11:39;30/01/2023 11:39;39,702;40,036
5358;30/01/2023 11:39;30/01/2023 11:39;39,699;40,041
5359;30/01/2023 11:39;30/01/2023 11:39;39,697;40,038
5360;30/01/2023 11:40;30/01/2023 11:40;39,699;40,036
5361;30/01/2023 11:40;30/01/2023 11:40;39,697;40,03
5362;30/01/2023 11:40;30/01/2023 11:40;39,694;40,038
5363;30/01/2023 11:40;30/01/2023 11:40;39,691;40,038
5364;30/01/2023 11:40;30/01/2023 11:40;39,691;40,03
5365;30/01/2023 11:40;30/01/2023 11:40;39,697;40,036
5366;30/01/2023 11:40;30/01/2023 11:40;39,689;40,03
5367;30/01/2023 11:40;30/01/2023 11:40;39,697;40,044
5368;30/01/2023 11:40;30/01/2023 11:40;39,691;40,033
5369;30/01/2023 11:40;30/01/2023 11:40;39,691;40,041
5370;30/01/2023 11:40;30/01/2023 11:40;39,689;40,041
5371;30/01/2023 11:40;30/01/2023 11:40;39,686;40,041
5372;30/01/2023 11:41;30/01/2023 11:41;39,686;40,047
5373;30/01/2023 11:41;30/01/2023 11:41;39,683;40,047
5374;30/01/2023 11:41;30/01/2023 11:41;39,689;40,038
5375;30/01/2023 11:41;30/01/2023 11:41;39,683;40,033
5376;30/01/2023 11:41;30/01/2023 11:41;39,68;40,044
5377;30/01/2023 11:41;30/01/2023 11:41;39,686;40,049
5378;30/01/2023 11:41;30/01/2023 11:41;39,68;40,041
5379;30/01/2023 11:41;30/01/2023 11:41;39,68;40,052
5380;30/01/2023 11:41;30/01/2023 11:41;39,678;40,047
5381;30/01/2023 11:41;30/01/2023 11:41;39,675;40,041
5382;30/01/2023 11:41;30/01/2023 11:41;39,678;40,038
5383;30/01/2023 11:41;30/01/2023 11:41;39,675;40,033
5384;30/01/2023 11:42;30/01/2023 11:42;39,675;40,033
5385;30/01/2023 11:42;30/01/2023 11:42;39,675;40,038
5386;30/01/2023 11:42;30/01/2023 11:42;39,675;40,044
5387;30/01/2023 11:42;30/01/2023 11:42;39,672;40,047
5388;30/01/2023 11:42;30/01/2023 11:42;39,672;40,033
5389;30/01/2023 11:42;30/01/2023 11:42;39,672;40,044
5390;30/01/2023 11:42;30/01/2023 11:42;39,669;40,038
5391;30/01/2023 11:42;30/01/2023 11:42;39,669;40,044
5392;30/01/2023 11:42;30/01/2023 11:42;39,669;40,03
5393;30/01/2023 11:42;30/01/2023 11:42;39,667;40,022
5394;30/01/2023 11:42;30/01/2023 11:42;39,667;40,033
5395;30/01/2023 11:42;30/01/2023 11:42;39,672;40,027
5396;30/01/2023 11:43;30/01/2023 11:43;39,667;40,036
5397;30/01/2023 11:43;30/01/2023 11:43;39,658;40,025
5398;30/01/2023 11:43;30/01/2023 11:43;39,664;40,036
5399;30/01/2023 11:43;30/01/2023 11:43;39,661;40,041
5400;30/01/2023 11:43;30/01/2023 11:43;39,664;40,025
5401;30/01/2023 11:43;30/01/2023 11:43;39,661;40,025
5402;30/01/2023 11:43;30/01/2023 11:43;39,661;40,025
5403;30/01/2023 11:43;30/01/2023 11:43;39,658;40,036
5404;30/01/2023 11:43;30/01/2023 11:43;39,658;40,033
5405;30/01/2023 11:43;30/01/2023 11:43;39,661;40,027
5406;30/01/2023 11:43;30/01/2023 11:43;39,661;40,027
5407;30/01/2023 11:43;30/01/2023 11:43;39,661;40,022
5408;30/01/2023 11:44;30/01/2023 11:44;39,658;40,03
5409;30/01/2023 11:44;30/01/2023 11:44;39,661;40,036
5410;30/01/2023 11:44;30/01/2023 11:44;39,658;40,036
5411;30/01/2023 11:44;30/01/2023 11:44;39,658;40,03
5412;30/01/2023 11:44;30/01/2023 11:44;39,658;40,033
5413;30/01/2023 11:44;30/01/2023 11:44;39,658;40,033
5414;30/01/2023 11:44;30/01/2023 11:44;39,656;40,014
5415;30/01/2023 11:44;30/01/2023 11:44;39,658;40,025
5416;30/01/2023 11:44;30/01/2023 11:44;39,661;40,025
5417;30/01/2023 11:44;30/01/2023 11:44;39,653;40,019
5418;30/01/2023 11:44;30/01/2023 11:44;39,656;40,022
5419;30/01/2023 11:44;30/01/2023 11:44;39,656;40,014
5420;30/01/2023 11:45;30/01/2023 11:45;39,656;40,033
5421;30/01/2023 11:45;30/01/2023 11:45;39,664;40,03
5422;30/01/2023 11:45;30/01/2023 11:45;39,653;40,044
5423;30/01/2023 11:45;30/01/2023 11:45;39,653;40,036
5424;30/01/2023 11:45;30/01/2023 11:45;39,653;40,047
5425;30/01/2023 11:45;30/01/2023 11:45;39,65;40,033
5426;30/01/2023 11:45;30/01/2023 11:45;39,653;40,03
5427;30/01/2023 11:45;30/01/2023 11:45;39,653;40,03
5428;30/01/2023 11:45;30/01/2023 11:45;39,65;40,036
5429;30/01/2023 11:45;30/01/2023 11:45;39,65;40,036
5430;30/01/2023 11:45;30/01/2023 11:45;39,656;40,027
5431;30/01/2023 11:45;30/01/2023 11:45;39,653;40,03
5432;30/01/2023 11:46;30/01/2023 11:46;39,65;40,025
5433;30/01/2023 11:46;30/01/2023 11:46;39,65;40,036
5434;30/01/2023 11:46;30/01/2023 11:46;39,648;40,036
5435;30/01/2023 11:46;30/01/2023 11:46;39,645;40,025
5436;30/01/2023 11:46;30/01/2023 11:46;39,65;40,017
5437;30/01/2023 11:46;30/01/2023 11:46;39,653;40,022
5438;30/01/2023 11:46;30/01/2023 11:46;39,645;40,014
5439;30/01/2023 11:46;30/01/2023 11:46;39,65;40,027
5440;30/01/2023 11:46;30/01/2023 11:46;39,653;40,014
5441;30/01/2023 11:46;30/01/2023 11:46;39,65;40,014
5442;30/01/2023 11:46;30/01/2023 11:46;39,645;40,014
5443;30/01/2023 11:46;30/01/2023 11:46;39,65;40,014
5444;30/01/2023 11:47;30/01/2023 11:47;39,65;40,027
5445;30/01/2023 11:47;30/01/2023 11:47;39,648;40,019
5446;30/01/2023 11:47;30/01/2023 11:47;39,65;40,019
5447;30/01/2023 11:47;30/01/2023 11:47;39,648;40,025
5448;30/01/2023 11:47;30/01/2023 11:47;39,645;40,033
5449;30/01/2023 11:47;30/01/2023 11:47;39,648;40,036
5450;30/01/2023 11:47;30/01/2023 11:47;39,653;40,033
5451;30/01/2023 11:47;30/01/2023 11:47;39,645;40,027
5452;30/01/2023 11:47;30/01/2023 11:47;39,645;40,033
5453;30/01/2023 11:47;30/01/2023 11:47;39,645;40,033
5454;30/01/2023 11:47;30/01/2023 11:47;39,653;40,017
5455;30/01/2023 11:47;30/01/2023 11:47;39,648;40,019
5456;30/01/2023 11:48;30/01/2023 11:48;39,645;40,019
5457;30/01/2023 11:48;30/01/2023 11:48;39,648;40,019
5458;30/01/2023 11:48;30/01/2023 11:48;39,642;40,017
5459;30/01/2023 11:48;30/01/2023 11:48;39,648;40,025
5460;30/01/2023 11:48;30/01/2023 11:48;39,645;40,019
5461;30/01/2023 11:48;30/01/2023 11:48;39,645;40,022
5462;30/01/2023 11:48;30/01/2023 11:48;39,645;40,033
5463;30/01/2023 11:48;30/01/2023 11:48;39,645;40,025
5464;30/01/2023 11:48;30/01/2023 11:48;39,645;40,03
5465;30/01/2023 11:48;30/01/2023 11:48;39,639;40,019
5466;30/01/2023 11:48;30/01/2023 11:48;39,642;40,022
5467;30/01/2023 11:48;30/01/2023 11:48;39,637;40,033
5468;30/01/2023 11:49;30/01/2023 11:49;39,645;40,022
5469;30/01/2023 11:49;30/01/2023 11:49;39,639;40,006
5470;30/01/2023 11:49;30/01/2023 11:49;39,645;40,019
5471;30/01/2023 11:49;30/01/2023 11:49;39,642;40,017
5472;30/01/2023 11:49;30/01/2023 11:49;39,639;40,014
5473;30/01/2023 11:49;30/01/2023 11:49;39,645;40,017
5474;30/01/2023 11:49;30/01/2023 11:49;39,645;40,03
5475;30/01/2023 11:49;30/01/2023 11:49;39,639;40,025
5476;30/01/2023 11:49;30/01/2023 11:49;39,645;40,008
5477;30/01/2023 11:49;30/01/2023 11:49;39,642;40,014
5478;30/01/2023 11:49;30/01/2023 11:49;39,645;40,019
5479;30/01/2023 11:49;30/01/2023 11:49;39,648;40,014
5480;30/01/2023 11:50;30/01/2023 11:50;39,645;40,017
5481;30/01/2023 11:50;30/01/2023 11:50;39,645;40,014
5482;30/01/2023 11:50;30/01/2023 11:50;39,648;40,011
5483;30/01/2023 11:50;30/01/2023 11:50;39,648;40,011
5484;30/01/2023 11:50;30/01/2023 11:50;39,645;40,014
5485;30/01/2023 11:50;30/01/2023 11:50;39,645;40,025
5486;30/01/2023 11:50;30/01/2023 11:50;39,65;40,022
5487;30/01/2023 11:50;30/01/2023 11:50;39,645;40,019
5488;30/01/2023 11:50;30/01/2023 11:50;39,645;40,025
5489;30/01/2023 11:50;30/01/2023 11:50;39,648;40,017
5490;30/01/2023 11:50;30/01/2023 11:50;39,648;40,011
5491;30/01/2023 11:50;30/01/2023 11:50;39,645;40,014
5492;30/01/2023 11:51;30/01/2023 11:51;39,645;40,025
5493;30/01/2023 11:51;30/01/2023 11:51;39,642;40,014
5494;30/01/2023 11:51;30/01/2023 11:51;39,648;40,022
5495;30/01/2023 11:51;30/01/2023 11:51;39,645;40,014
5496;30/01/2023 11:51;30/01/2023 11:51;39,642;40,022
5497;30/01/2023 11:51;30/01/2023 11:51;39,642;40,019
5498;30/01/2023 11:51;30/01/2023 11:51;39,648;40,017
5499;30/01/2023 11:51;30/01/2023 11:51;39,642;40,014
5500;30/01/2023 11:51;30/01/2023 11:51;39,645;40,014
5501;30/01/2023 11:51;30/01/2023 11:51;39,645;40,025
5502;30/01/2023 11:51;30/01/2023 11:51;39,642;40,025
5503;30/01/2023 11:51;30/01/2023 11:51;39,645;40,014
5504;30/01/2023 11:52;30/01/2023 11:52;39,648;40,027
5505;30/01/2023 11:52;30/01/2023 11:52;39,642;40,017
5506;30/01/2023 11:52;30/01/2023 11:52;39,639;40,019
5507;30/01/2023 11:52;30/01/2023 11:52;39,639;40,027
5508;30/01/2023 11:52;30/01/2023 11:52;39,642;40,022
5509;30/01/2023 11:52;30/01/2023 11:52;39,645;40,041
5510;30/01/2023 11:52;30/01/2023 11:52;39,645;40,027
5511;30/01/2023 11:52;30/01/2023 11:52;39,648;40,03
5512;30/01/2023 11:52;30/01/2023 11:52;39,642;40,036
5513;30/01/2023 11:52;30/01/2023 11:52;39,642;40,044
5514;30/01/2023 11:52;30/01/2023 11:52;39,645;40,027
5515;30/01/2023 11:52;30/01/2023 11:52;39,645;40,014
5516;30/01/2023 11:53;30/01/2023 11:53;39,642;40,027
5517;30/01/2023 11:53;30/01/2023 11:53;39,645;40,036
5518;30/01/2023 11:53;30/01/2023 11:53;39,642;40,03
5519;30/01/2023 11:53;30/01/2023 11:53;39,648;40,022
5520;30/01/2023 11:53;30/01/2023 11:53;39,642;40,044
5521;30/01/2023 11:53;30/01/2023 11:53;39,639;40,025
5522;30/01/2023 11:53;30/01/2023 11:53;39,645;40,038
5523;30/01/2023 11:53;30/01/2023 11:53;39,642;40,019
5524;30/01/2023 11:53;30/01/2023 11:53;39,645;40,025
5525;30/01/2023 11:53;30/01/2023 11:53;39,639;40,017
5526;30/01/2023 11:53;30/01/2023 11:53;39,642;40,019
5527;30/01/2023 11:53;30/01/2023 11:53;39,642;40,019
5528;30/01/2023 11:54;30/01/2023 11:54;39,642;40,027
5529;30/01/2023 11:54;30/01/2023 11:54;39,642;40,036
5530;30/01/2023 11:54;30/01/2023 11:54;39,648;40,019
5531;30/01/2023 11:54;30/01/2023 11:54;39,645;40,017
5532;30/01/2023 11:54;30/01/2023 11:54;39,645;40,008
5533;30/01/2023 11:54;30/01/2023 11:54;39,642;40,011
5534;30/01/2023 11:54;30/01/2023 11:54;39,642;40,017
5535;30/01/2023 11:54;30/01/2023 11:54;39,642;40,006
5536;30/01/2023 11:54;30/01/2023 11:54;39,642;40,011
5537;30/01/2023 11:54;30/01/2023 11:54;39,642;40,008
5538;30/01/2023 11:54;30/01/2023 11:54;39,637;40,022
5539;30/01/2023 11:54;30/01/2023 11:54;39,637;40,03
5540;30/01/2023 11:55;30/01/2023 11:55;39,639;40,033
5541;30/01/2023 11:55;30/01/2023 11:55;39,642;40,014
5542;30/01/2023 11:55;30/01/2023 11:55;39,642;40,025
5543;30/01/2023 11:55;30/01/2023 11:55;39,642;40,025
5544;30/01/2023 11:55;30/01/2023 11:55;39,642;40,017
5545;30/01/2023 11:55;30/01/2023 11:55;39,642;40,019
5546;30/01/2023 11:55;30/01/2023 11:55;39,642;40,008
5547;30/01/2023 11:55;30/01/2023 11:55;39,642;40,014
5548;30/01/2023 11:55;30/01/2023 11:55;39,648;40,025
5549;30/01/2023 11:55;30/01/2023 11:55;39,645;40,025
5550;30/01/2023 11:55;30/01/2023 11:55;39,642;40,022
5551;30/01/2023 11:55;30/01/2023 11:55;39,642;40,022
5552;30/01/2023 11:56;30/01/2023 11:56;39,645;40,022
5553;30/01/2023 11:56;30/01/2023 11:56;39,645;40,025
