Balayage;Temps;Temps;S304;S 305
1413;27/01/2023 12:40;27/01/2023 12:40;89,504;90,191
1414;27/01/2023 12:41;27/01/2023 12:41;89,501;90,18
1415;27/01/2023 12:41;27/01/2023 12:41;89,513;90,202
1416;27/01/2023 12:41;27/01/2023 12:41;89,501;90,199
1417;27/01/2023 12:41;27/01/2023 12:41;89,504;90,197
1418;27/01/2023 12:41;27/01/2023 12:41;89,504;90,197
1419;27/01/2023 12:41;27/01/2023 12:41;89,51;90,199
1420;27/01/2023 12:41;27/01/2023 12:41;89,51;90,194
1421;27/01/2023 12:41;27/01/2023 12:41;89,51;90,188
1422;27/01/2023 12:41;27/01/2023 12:41;89,513;90,191
1423;27/01/2023 12:41;27/01/2023 12:41;89,51;90,199
1424;27/01/2023 12:41;27/01/2023 12:41;89,501;90,191
1425;27/01/2023 12:41;27/01/2023 12:41;89,513;90,194
1426;27/01/2023 12:42;27/01/2023 12:42;89,513;90,191
1427;27/01/2023 12:42;27/01/2023 12:42;89,51;90,191
1428;27/01/2023 12:42;27/01/2023 12:42;89,516;90,185
1429;27/01/2023 12:42;27/01/2023 12:42;89,51;90,185
1430;27/01/2023 12:42;27/01/2023 12:42;89,507;90,194
1431;27/01/2023 12:42;27/01/2023 12:42;89,507;90,191
1432;27/01/2023 12:42;27/01/2023 12:42;89,516;90,197
1433;27/01/2023 12:42;27/01/2023 12:42;89,507;90,191
1434;27/01/2023 12:42;27/01/2023 12:42;89,513;90,188
1435;27/01/2023 12:42;27/01/2023 12:42;89,51;90,188
1436;27/01/2023 12:42;27/01/2023 12:42;89,507;90,185
1437;27/01/2023 12:42;27/01/2023 12:42;89,507;90,197
1438;27/01/2023 12:43;27/01/2023 12:43;89,507;90,188
1439;27/01/2023 12:43;27/01/2023 12:43;89,51;90,197
1440;27/01/2023 12:43;27/01/2023 12:43;89,504;90,194
1441;27/01/2023 12:43;27/01/2023 12:43;89,507;90,188
1442;27/01/2023 12:43;27/01/2023 12:43;89,516;90,194
1443;27/01/2023 12:43;27/01/2023 12:43;89,513;90,194
1444;27/01/2023 12:43;27/01/2023 12:43;89,518;90,188
1445;27/01/2023 12:43;27/01/2023 12:43;89,516;90,197
1446;27/01/2023 12:43;27/01/2023 12:43;89,51;90,191
1447;27/01/2023 12:43;27/01/2023 12:43;89,516;90,188
1448;27/01/2023 12:43;27/01/2023 12:43;89,51;90,194
1449;27/01/2023 12:43;27/01/2023 12:43;89,513;90,194
1450;27/01/2023 12:44;27/01/2023 12:44;89,518;90,194
1451;27/01/2023 12:44;27/01/2023 12:44;89,516;90,191
1452;27/01/2023 12:44;27/01/2023 12:44;89,51;90,191
1453;27/01/2023 12:44;27/01/2023 12:44;89,51;90,191
1454;27/01/2023 12:44;27/01/2023 12:44;89,518;90,194
1455;27/01/2023 12:44;27/01/2023 12:44;89,516;90,191
1456;27/01/2023 12:44;27/01/2023 12:44;89,516;90,194
1457;27/01/2023 12:44;27/01/2023 12:44;89,516;90,194
1458;27/01/2023 12:44;27/01/2023 12:44;89,513;90,197
1459;27/01/2023 12:44;27/01/2023 12:44;89,51;90,197
1460;27/01/2023 12:44;27/01/2023 12:44;89,51;90,199
1461;27/01/2023 12:44;27/01/2023 12:44;89,504;90,188
1462;27/01/2023 12:45;27/01/2023 12:45;89,504;90,185
1463;27/01/2023 12:45;27/01/2023 12:45;89,51;90,188
1464;27/01/2023 12:45;27/01/2023 12:45;89,513;90,194
1465;27/01/2023 12:45;27/01/2023 12:45;89,516;90,191
1466;27/01/2023 12:45;27/01/2023 12:45;89,516;90,182
1467;27/01/2023 12:45;27/01/2023 12:45;89,504;90,191
1468;27/01/2023 12:45;27/01/2023 12:45;89,51;90,185
1469;27/01/2023 12:45;27/01/2023 12:45;89,513;90,185
1470;27/01/2023 12:45;27/01/2023 12:45;89,516;90,188
1471;27/01/2023 12:45;27/01/2023 12:45;89,507;90,197
1472;27/01/2023 12:45;27/01/2023 12:45;89,513;90,191
1473;27/01/2023 12:45;27/01/2023 12:45;89,507;90,185
1474;27/01/2023 12:46;27/01/2023 12:46;89,51;90,185
1475;27/01/2023 12:46;27/01/2023 12:46;89,51;90,185
1476;27/01/2023 12:46;27/01/2023 12:46;89,51;90,188
1477;27/01/2023 12:46;27/01/2023 12:46;89,501;90,188
1478;27/01/2023 12:46;27/01/2023 12:46;89,504;90,188
1479;27/01/2023 12:46;27/01/2023 12:46;89,507;90,194
1480;27/01/2023 12:46;27/01/2023 12:46;89,507;90,194
1481;27/01/2023 12:46;27/01/2023 12:46;89,507;90,182
1482;27/01/2023 12:46;27/01/2023 12:46;89,513;90,188
1483;27/01/2023 12:46;27/01/2023 12:46;89,513;90,188
1484;27/01/2023 12:46;27/01/2023 12:46;89,504;90,191
1485;27/01/2023 12:46;27/01/2023 12:46;89,51;90,188
1486;27/01/2023 12:47;27/01/2023 12:47;89,504;90,191
1487;27/01/2023 12:47;27/01/2023 12:47;89,51;90,191
1488;27/01/2023 12:47;27/01/2023 12:47;89,499;90,182
1489;27/01/2023 12:47;27/01/2023 12:47;89,501;90,188
1490;27/01/2023 12:47;27/01/2023 12:47;89,516;90,185
1491;27/01/2023 12:47;27/01/2023 12:47;89,501;90,185
1492;27/01/2023 12:47;27/01/2023 12:47;89,513;90,185
1493;27/01/2023 12:47;27/01/2023 12:47;89,507;90,191
1494;27/01/2023 12:47;27/01/2023 12:47;89,518;90,188
1495;27/01/2023 12:47;27/01/2023 12:47;89,51;90,191
1496;27/01/2023 12:47;27/01/2023 12:47;89,504;90,188
1497;27/01/2023 12:47;27/01/2023 12:47;89,507;90,182
1498;27/01/2023 12:48;27/01/2023 12:48;89,51;90,188
1499;27/01/2023 12:48;27/01/2023 12:48;89,513;90,188
1500;27/01/2023 12:48;27/01/2023 12:48;89,504;90,194
1501;27/01/2023 12:48;27/01/2023 12:48;89,507;90,188
1502;27/01/2023 12:48;27/01/2023 12:48;89,507;90,191
1503;27/01/2023 12:48;27/01/2023 12:48;89,516;90,191
1504;27/01/2023 12:48;27/01/2023 12:48;89,513;90,188
1505;27/01/2023 12:48;27/01/2023 12:48;89,516;90,191
1506;27/01/2023 12:48;27/01/2023 12:48;89,51;90,191
1507;27/01/2023 12:48;27/01/2023 12:48;89,513;90,188
1508;27/01/2023 12:48;27/01/2023 12:48;89,507;90,191
1509;27/01/2023 12:48;27/01/2023 12:48;89,516;90,197
1510;27/01/2023 12:49;27/01/2023 12:49;89,513;90,191
1511;27/01/2023 12:49;27/01/2023 12:49;89,513;90,182
1512;27/01/2023 12:49;27/01/2023 12:49;89,51;90,197
1513;27/01/2023 12:49;27/01/2023 12:49;89,507;90,182
1514;27/01/2023 12:49;27/01/2023 12:49;89,516;90,188
1515;27/01/2023 12:49;27/01/2023 12:49;89,518;90,188
1516;27/01/2023 12:49;27/01/2023 12:49;89,51;90,188
1517;27/01/2023 12:49;27/01/2023 12:49;89,51;90,191
1518;27/01/2023 12:49;27/01/2023 12:49;89,507;90,191
1519;27/01/2023 12:49;27/01/2023 12:49;89,507;90,188
1520;27/01/2023 12:49;27/01/2023 12:49;89,513;90,185
1521;27/01/2023 12:49;27/01/2023 12:49;89,507;90,194
1522;27/01/2023 12:50;27/01/2023 12:50;89,513;90,191
1523;27/01/2023 12:50;27/01/2023 12:50;89,51;90,191
1524;27/01/2023 12:50;27/01/2023 12:50;89,507;90,194
1525;27/01/2023 12:50;27/01/2023 12:50;89,51;90,191
1526;27/01/2023 12:50;27/01/2023 12:50;89,51;90,194
1527;27/01/2023 12:50;27/01/2023 12:50;89,507;90,194
1528;27/01/2023 12:50;27/01/2023 12:50;89,513;90,191
1529;27/01/2023 12:50;27/01/2023 12:50;89,513;90,194
1530;27/01/2023 12:50;27/01/2023 12:50;89,51;90,197
1531;27/01/2023 12:50;27/01/2023 12:50;89,513;90,194
1532;27/01/2023 12:50;27/01/2023 12:50;89,507;90,188
1533;27/01/2023 12:50;27/01/2023 12:50;89,507;90,188
1534;27/01/2023 12:51;27/01/2023 12:51;89,51;90,194
1535;27/01/2023 12:51;27/01/2023 12:51;89,51;90,185
1536;27/01/2023 12:51;27/01/2023 12:51;89,513;90,194
1537;27/01/2023 12:51;27/01/2023 12:51;89,516;90,194
1538;27/01/2023 12:51;27/01/2023 12:51;89,513;90,188
1539;27/01/2023 12:51;27/01/2023 12:51;89,51;90,191
1540;27/01/2023 12:51;27/01/2023 12:51;89,504;90,191
1541;27/01/2023 12:51;27/01/2023 12:51;89,516;90,194
1542;27/01/2023 12:51;27/01/2023 12:51;89,507;90,197
1543;27/01/2023 12:51;27/01/2023 12:51;89,513;90,188
1544;27/01/2023 12:51;27/01/2023 12:51;89,513;90,191
1545;27/01/2023 12:51;27/01/2023 12:51;89,507;90,185
1546;27/01/2023 12:52;27/01/2023 12:52;89,51;90,182
1547;27/01/2023 12:52;27/01/2023 12:52;89,504;90,191
1548;27/01/2023 12:52;27/01/2023 12:52;89,513;90,191
1549;27/01/2023 12:52;27/01/2023 12:52;89,513;90,188
1550;27/01/2023 12:52;27/01/2023 12:52;89,516;90,194
1551;27/01/2023 12:52;27/01/2023 12:52;89,513;90,188
1552;27/01/2023 12:52;27/01/2023 12:52;89,513;90,191
1553;27/01/2023 12:52;27/01/2023 12:52;89,504;90,194
1554;27/01/2023 12:52;27/01/2023 12:52;89,51;90,199
1555;27/01/2023 12:52;27/01/2023 12:52;89,507;90,194
1556;27/01/2023 12:52;27/01/2023 12:52;89,504;90,194
1557;27/01/2023 12:52;27/01/2023 12:52;89,51;90,191
1558;27/01/2023 12:53;27/01/2023 12:53;89,513;90,194
1559;27/01/2023 12:53;27/01/2023 12:53;89,507;90,182
1560;27/01/2023 12:53;27/01/2023 12:53;89,504;90,197
1561;27/01/2023 12:53;27/01/2023 12:53;89,501;90,199
1562;27/01/2023 12:53;27/01/2023 12:53;89,504;90,185
1563;27/01/2023 12:53;27/01/2023 12:53;89,513;90,194
1564;27/01/2023 12:53;27/01/2023 12:53;89,501;90,18
1565;27/01/2023 12:53;27/01/2023 12:53;89,51;90,18
1566;27/01/2023 12:53;27/01/2023 12:53;89,501;90,188
1567;27/01/2023 12:53;27/01/2023 12:53;89,507;90,185
1568;27/01/2023 12:53;27/01/2023 12:53;89,507;90,191
1569;27/01/2023 12:53;27/01/2023 12:53;89,51;90,182
1570;27/01/2023 12:54;27/01/2023 12:54;89,513;90,182
1571;27/01/2023 12:54;27/01/2023 12:54;89,507;90,188
1572;27/01/2023 12:54;27/01/2023 12:54;89,507;90,185
1573;27/01/2023 12:54;27/01/2023 12:54;89,51;90,191
1574;27/01/2023 12:54;27/01/2023 12:54;89,51;90,191
1575;27/01/2023 12:54;27/01/2023 12:54;89,507;90,197
1576;27/01/2023 12:54;27/01/2023 12:54;89,51;90,191
1577;27/01/2023 12:54;27/01/2023 12:54;89,504;90,194
1578;27/01/2023 12:54;27/01/2023 12:54;89,51;90,185
1579;27/01/2023 12:54;27/01/2023 12:54;89,513;90,194
1580;27/01/2023 12:54;27/01/2023 12:54;89,507;90,182
1581;27/01/2023 12:54;27/01/2023 12:54;89,513;90,188
1582;27/01/2023 12:55;27/01/2023 12:55;89,507;90,188
1583;27/01/2023 12:55;27/01/2023 12:55;89,513;90,191
1584;27/01/2023 12:55;27/01/2023 12:55;89,504;90,18
1585;27/01/2023 12:55;27/01/2023 12:55;89,507;90,182
1586;27/01/2023 12:55;27/01/2023 12:55;89,51;90,185
1587;27/01/2023 12:55;27/01/2023 12:55;89,51;90,185
1588;27/01/2023 12:55;27/01/2023 12:55;89,507;90,191
1589;27/01/2023 12:55;27/01/2023 12:55;89,51;90,188
1590;27/01/2023 12:55;27/01/2023 12:55;89,513;90,191
1591;27/01/2023 12:55;27/01/2023 12:55;89,516;90,188
1592;27/01/2023 12:55;27/01/2023 12:55;89,504;90,194
1593;27/01/2023 12:55;27/01/2023 12:55;89,516;90,197
1594;27/01/2023 12:56;27/01/2023 12:56;89,507;90,194
1595;27/01/2023 12:56;27/01/2023 12:56;89,516;90,197
1596;27/01/2023 12:56;27/01/2023 12:56;89,516;90,197
1597;27/01/2023 12:56;27/01/2023 12:56;89,51;90,191
1598;27/01/2023 12:56;27/01/2023 12:56;89,513;90,191
1599;27/01/2023 12:56;27/01/2023 12:56;89,504;90,191
1600;27/01/2023 12:56;27/01/2023 12:56;89,513;90,185
1601;27/01/2023 12:56;27/01/2023 12:56;89,513;90,194
1602;27/01/2023 12:56;27/01/2023 12:56;89,518;90,191
1603;27/01/2023 12:56;27/01/2023 12:56;89,504;90,197
1604;27/01/2023 12:56;27/01/2023 12:56;89,516;90,197
1605;27/01/2023 12:56;27/01/2023 12:56;89,518;90,197
1606;27/01/2023 12:57;27/01/2023 12:57;89,507;90,197
1607;27/01/2023 12:57;27/01/2023 12:57;89,513;90,199
1608;27/01/2023 12:57;27/01/2023 12:57;89,504;90,205
1609;27/01/2023 12:57;27/01/2023 12:57;89,51;90,197
1610;27/01/2023 12:57;27/01/2023 12:57;89,513;90,197
1611;27/01/2023 12:57;27/01/2023 12:57;89,513;90,191
1612;27/01/2023 12:57;27/01/2023 12:57;89,516;90,202
1613;27/01/2023 12:57;27/01/2023 12:57;89,516;90,188
1614;27/01/2023 12:57;27/01/2023 12:57;89,51;90,191
1615;27/01/2023 12:57;27/01/2023 12:57;89,516;90,191
1616;27/01/2023 12:57;27/01/2023 12:57;89,516;90,185
1617;27/01/2023 12:57;27/01/2023 12:57;89,516;90,194
1618;27/01/2023 12:58;27/01/2023 12:58;89,513;90,194
1619;27/01/2023 12:58;27/01/2023 12:58;89,516;90,199
1620;27/01/2023 12:58;27/01/2023 12:58;89,516;90,188
1621;27/01/2023 12:58;27/01/2023 12:58;89,51;90,191
1622;27/01/2023 12:58;27/01/2023 12:58;89,51;90,188
1623;27/01/2023 12:58;27/01/2023 12:58;89,51;90,191
1624;27/01/2023 12:58;27/01/2023 12:58;89,516;90,194
1625;27/01/2023 12:58;27/01/2023 12:58;89,51;90,188
1626;27/01/2023 12:58;27/01/2023 12:58;89,507;90,194
1627;27/01/2023 12:58;27/01/2023 12:58;89,516;90,182
1628;27/01/2023 12:58;27/01/2023 12:58;89,507;90,188
1629;27/01/2023 12:58;27/01/2023 12:58;89,51;90,191
1630;27/01/2023 12:59;27/01/2023 12:59;89,51;90,188
1631;27/01/2023 12:59;27/01/2023 12:59;89,516;90,185
1632;27/01/2023 12:59;27/01/2023 12:59;89,513;90,188
1633;27/01/2023 12:59;27/01/2023 12:59;89,516;90,194
1634;27/01/2023 12:59;27/01/2023 12:59;89,516;90,191
1635;27/01/2023 12:59;27/01/2023 12:59;89,513;90,185
1636;27/01/2023 12:59;27/01/2023 12:59;89,513;90,182
1637;27/01/2023 12:59;27/01/2023 12:59;89,513;90,185
1638;27/01/2023 12:59;27/01/2023 12:59;89,516;90,188
1639;27/01/2023 12:59;27/01/2023 12:59;89,516;90,191
1640;27/01/2023 12:59;27/01/2023 12:59;89,51;90,194
1641;27/01/2023 12:59;27/01/2023 12:59;89,507;90,194
1642;27/01/2023 13:00;27/01/2023 13:00;89,516;90,191
1643;27/01/2023 13:00;27/01/2023 13:00;89,516;90,188
1644;27/01/2023 13:00;27/01/2023 13:00;89,507;90,185
1645;27/01/2023 13:00;27/01/2023 13:00;89,507;90,191
1646;27/01/2023 13:00;27/01/2023 13:00;89,504;90,182
1647;27/01/2023 13:00;27/01/2023 13:00;89,504;90,182
1648;27/01/2023 13:00;27/01/2023 13:00;89,513;90,191
1649;27/01/2023 13:00;27/01/2023 13:00;89,516;90,191
1650;27/01/2023 13:00;27/01/2023 13:00;89,507;90,18
1651;27/01/2023 13:00;27/01/2023 13:00;89,513;90,191
1652;27/01/2023 13:00;27/01/2023 13:00;89,507;90,194
1653;27/01/2023 13:00;27/01/2023 13:00;89,507;90,188
1654;27/01/2023 13:01;27/01/2023 13:01;89,513;90,188
1655;27/01/2023 13:01;27/01/2023 13:01;89,504;90,185
1656;27/01/2023 13:01;27/01/2023 13:01;89,51;90,191
1657;27/01/2023 13:01;27/01/2023 13:01;89,504;90,188
1658;27/01/2023 13:01;27/01/2023 13:01;89,507;90,188
1659;27/01/2023 13:01;27/01/2023 13:01;89,504;90,18
1660;27/01/2023 13:01;27/01/2023 13:01;89,507;90,191
1661;27/01/2023 13:01;27/01/2023 13:01;89,516;90,191
1662;27/01/2023 13:01;27/01/2023 13:01;89,513;90,185
1663;27/01/2023 13:01;27/01/2023 13:01;89,51;90,185
1664;27/01/2023 13:01;27/01/2023 13:01;89,504;90,188
1665;27/01/2023 13:01;27/01/2023 13:01;89,507;90,188
1666;27/01/2023 13:02;27/01/2023 13:02;89,513;90,188
1667;27/01/2023 13:02;27/01/2023 13:02;89,516;90,182
1668;27/01/2023 13:02;27/01/2023 13:02;89,513;90,188
1669;27/01/2023 13:02;27/01/2023 13:02;89,501;90,191
1670;27/01/2023 13:02;27/01/2023 13:02;89,51;90,191
1671;27/01/2023 13:02;27/01/2023 13:02;89,513;90,191
1672;27/01/2023 13:02;27/01/2023 13:02;89,513;90,194
1673;27/01/2023 13:02;27/01/2023 13:02;89,51;90,194
1674;27/01/2023 13:02;27/01/2023 13:02;89,51;90,194
1675;27/01/2023 13:02;27/01/2023 13:02;89,513;90,188
1676;27/01/2023 13:02;27/01/2023 13:02;89,51;90,194
1677;27/01/2023 13:02;27/01/2023 13:02;89,516;90,191
1678;27/01/2023 13:03;27/01/2023 13:03;89,513;90,182
1679;27/01/2023 13:03;27/01/2023 13:03;89,51;90,194
1680;27/01/2023 13:03;27/01/2023 13:03;89,513;90,197
1681;27/01/2023 13:03;27/01/2023 13:03;89,518;90,197
1682;27/01/2023 13:03;27/01/2023 13:03;89,516;90,197
1683;27/01/2023 13:03;27/01/2023 13:03;89,51;90,191
1684;27/01/2023 13:03;27/01/2023 13:03;89,513;90,191
1685;27/01/2023 13:03;27/01/2023 13:03;89,513;90,182
1686;27/01/2023 13:03;27/01/2023 13:03;89,507;90,188
1687;27/01/2023 13:03;27/01/2023 13:03;89,516;90,185
1688;27/01/2023 13:03;27/01/2023 13:03;89,507;90,194
1689;27/01/2023 13:03;27/01/2023 13:03;89,51;90,191
1690;27/01/2023 13:04;27/01/2023 13:04;89,51;90,197
1691;27/01/2023 13:04;27/01/2023 13:04;89,51;90,197
1692;27/01/2023 13:04;27/01/2023 13:04;89,516;90,197
1693;27/01/2023 13:04;27/01/2023 13:04;89,507;90,199
1694;27/01/2023 13:04;27/01/2023 13:04;89,51;90,188
1695;27/01/2023 13:04;27/01/2023 13:04;89,51;90,188
1696;27/01/2023 13:04;27/01/2023 13:04;89,51;90,194
1697;27/01/2023 13:04;27/01/2023 13:04;89,504;90,194
1698;27/01/2023 13:04;27/01/2023 13:04;89,51;90,194
1699;27/01/2023 13:04;27/01/2023 13:04;89,513;90,194
1700;27/01/2023 13:04;27/01/2023 13:04;89,504;90,194
1701;27/01/2023 13:04;27/01/2023 13:04;89,504;90,194
1702;27/01/2023 13:05;27/01/2023 13:05;89,507;90,182
1703;27/01/2023 13:05;27/01/2023 13:05;89,504;90,191
1704;27/01/2023 13:05;27/01/2023 13:05;89,501;90,194
1705;27/01/2023 13:05;27/01/2023 13:05;89,504;90,194
1706;27/01/2023 13:05;27/01/2023 13:05;89,516;90,194
1707;27/01/2023 13:05;27/01/2023 13:05;89,51;90,188
1708;27/01/2023 13:05;27/01/2023 13:05;89,501;90,197
1709;27/01/2023 13:05;27/01/2023 13:05;89,504;90,191
1710;27/01/2023 13:05;27/01/2023 13:05;89,507;90,191
1711;27/01/2023 13:05;27/01/2023 13:05;89,513;90,197
1712;27/01/2023 13:05;27/01/2023 13:05;89,501;90,194
1713;27/01/2023 13:05;27/01/2023 13:05;89,504;90,188
1714;27/01/2023 13:06;27/01/2023 13:06;89,504;90,188
1715;27/01/2023 13:06;27/01/2023 13:06;89,51;90,185
1716;27/01/2023 13:06;27/01/2023 13:06;89,501;90,188
1717;27/01/2023 13:06;27/01/2023 13:06;89,499;90,18
1718;27/01/2023 13:06;27/01/2023 13:06;89,51;90,188
1719;27/01/2023 13:06;27/01/2023 13:06;89,501;90,182
1720;27/01/2023 13:06;27/01/2023 13:06;89,507;90,185
1721;27/01/2023 13:06;27/01/2023 13:06;89,513;90,188
1722;27/01/2023 13:06;27/01/2023 13:06;89,51;90,185
1723;27/01/2023 13:06;27/01/2023 13:06;89,507;90,188
1724;27/01/2023 13:06;27/01/2023 13:06;89,507;90,185
1725;27/01/2023 13:06;27/01/2023 13:06;89,501;90,188
1726;27/01/2023 13:07;27/01/2023 13:07;89,504;90,174
1727;27/01/2023 13:07;27/01/2023 13:07;89,507;90,18
1728;27/01/2023 13:07;27/01/2023 13:07;89,507;90,177
1729;27/01/2023 13:07;27/01/2023 13:07;89,507;90,18
1730;27/01/2023 13:07;27/01/2023 13:07;89,51;90,185
1731;27/01/2023 13:07;27/01/2023 13:07;89,507;90,188
1732;27/01/2023 13:07;27/01/2023 13:07;89,507;90,185
1733;27/01/2023 13:07;27/01/2023 13:07;89,504;90,191
1734;27/01/2023 13:07;27/01/2023 13:07;89,504;90,188
1735;27/01/2023 13:07;27/01/2023 13:07;89,516;90,191
1736;27/01/2023 13:07;27/01/2023 13:07;89,51;90,188
1737;27/01/2023 13:07;27/01/2023 13:07;89,51;90,191
1738;27/01/2023 13:08;27/01/2023 13:08;89,507;90,182
1739;27/01/2023 13:08;27/01/2023 13:08;89,51;90,182
1740;27/01/2023 13:08;27/01/2023 13:08;89,504;90,194
1741;27/01/2023 13:08;27/01/2023 13:08;89,507;90,191
1742;27/01/2023 13:08;27/01/2023 13:08;89,507;90,197
1743;27/01/2023 13:08;27/01/2023 13:08;89,513;90,194
1744;27/01/2023 13:08;27/01/2023 13:08;89,507;90,194
1745;27/01/2023 13:08;27/01/2023 13:08;89,504;90,197
1746;27/01/2023 13:08;27/01/2023 13:08;89,516;90,197
1747;27/01/2023 13:08;27/01/2023 13:08;89,516;90,197
1748;27/01/2023 13:08;27/01/2023 13:08;89,513;90,197
1749;27/01/2023 13:08;27/01/2023 13:08;89,507;90,197
1750;27/01/2023 13:09;27/01/2023 13:09;89,51;90,191
1751;27/01/2023 13:09;27/01/2023 13:09;89,513;90,191
1752;27/01/2023 13:09;27/01/2023 13:09;89,51;90,197
1753;27/01/2023 13:09;27/01/2023 13:09;89,51;90,199
1754;27/01/2023 13:09;27/01/2023 13:09;89,507;90,199
1755;27/01/2023 13:09;27/01/2023 13:09;89,513;90,199
1756;27/01/2023 13:09;27/01/2023 13:09;89,51;90,191
1757;27/01/2023 13:09;27/01/2023 13:09;89,516;90,199
1758;27/01/2023 13:09;27/01/2023 13:09;89,513;90,188
1759;27/01/2023 13:09;27/01/2023 13:09;89,513;90,197
1760;27/01/2023 13:09;27/01/2023 13:09;89,507;90,194
1761;27/01/2023 13:09;27/01/2023 13:09;89,507;90,194
1762;27/01/2023 13:10;27/01/2023 13:10;89,51;90,194
1763;27/01/2023 13:10;27/01/2023 13:10;89,51;90,188
1764;27/01/2023 13:10;27/01/2023 13:10;89,518;90,188
1765;27/01/2023 13:10;27/01/2023 13:10;89,507;90,188
1766;27/01/2023 13:10;27/01/2023 13:10;89,516;90,188
1767;27/01/2023 13:10;27/01/2023 13:10;89,513;90,191
1768;27/01/2023 13:10;27/01/2023 13:10;89,507;90,194
1769;27/01/2023 13:10;27/01/2023 13:10;89,507;90,199
1770;27/01/2023 13:10;27/01/2023 13:10;89,513;90,199
1771;27/01/2023 13:10;27/01/2023 13:10;89,516;90,197
1772;27/01/2023 13:10;27/01/2023 13:10;89,507;90,185
1773;27/01/2023 13:10;27/01/2023 13:10;89,516;90,194
1774;27/01/2023 13:11;27/01/2023 13:11;89,507;90,194
1775;27/01/2023 13:11;27/01/2023 13:11;89,507;90,191
1776;27/01/2023 13:11;27/01/2023 13:11;89,513;90,194
1777;27/01/2023 13:11;27/01/2023 13:11;89,516;90,188
1778;27/01/2023 13:11;27/01/2023 13:11;89,51;90,191
1779;27/01/2023 13:11;27/01/2023 13:11;89,516;90,194
1780;27/01/2023 13:11;27/01/2023 13:11;89,507;90,191
1781;27/01/2023 13:11;27/01/2023 13:11;89,51;90,194
1782;27/01/2023 13:11;27/01/2023 13:11;89,507;90,202
1783;27/01/2023 13:11;27/01/2023 13:11;89,516;90,202
1784;27/01/2023 13:11;27/01/2023 13:11;89,513;90,194
1785;27/01/2023 13:11;27/01/2023 13:11;89,518;90,188
1786;27/01/2023 13:12;27/01/2023 13:12;89,516;90,191
1787;27/01/2023 13:12;27/01/2023 13:12;89,51;90,197
1788;27/01/2023 13:12;27/01/2023 13:12;89,51;90,191
1789;27/01/2023 13:12;27/01/2023 13:12;89,513;90,191
1790;27/01/2023 13:12;27/01/2023 13:12;89,516;90,194
1791;27/01/2023 13:12;27/01/2023 13:12;89,516;90,188
1792;27/01/2023 13:12;27/01/2023 13:12;89,513;90,191
1793;27/01/2023 13:12;27/01/2023 13:12;89,516;90,199
1794;27/01/2023 13:12;27/01/2023 13:12;89,516;90,197
1795;27/01/2023 13:12;27/01/2023 13:12;89,504;90,199
1796;27/01/2023 13:12;27/01/2023 13:12;89,513;90,197
1797;27/01/2023 13:12;27/01/2023 13:12;89,51;90,197
1798;27/01/2023 13:13;27/01/2023 13:13;89,51;90,188
1799;27/01/2023 13:13;27/01/2023 13:13;89,51;90,194
1800;27/01/2023 13:13;27/01/2023 13:13;89,513;90,197
1801;27/01/2023 13:13;27/01/2023 13:13;89,513;90,188
1802;27/01/2023 13:13;27/01/2023 13:13;89,507;90,197
1803;27/01/2023 13:13;27/01/2023 13:13;89,516;90,199
1804;27/01/2023 13:13;27/01/2023 13:13;89,51;90,199
1805;27/01/2023 13:13;27/01/2023 13:13;89,518;90,197
1806;27/01/2023 13:13;27/01/2023 13:13;89,51;90,199
1807;27/01/2023 13:13;27/01/2023 13:13;89,516;90,194
1808;27/01/2023 13:13;27/01/2023 13:13;89,516;90,197
1809;27/01/2023 13:13;27/01/2023 13:13;89,516;90,199
1810;27/01/2023 13:14;27/01/2023 13:14;89,516;90,197
1811;27/01/2023 13:14;27/01/2023 13:14;89,507;90,191
1812;27/01/2023 13:14;27/01/2023 13:14;89,521;90,197
1813;27/01/2023 13:14;27/01/2023 13:14;89,513;90,197
1814;27/01/2023 13:14;27/01/2023 13:14;89,516;90,199
1815;27/01/2023 13:14;27/01/2023 13:14;89,513;90,197
1816;27/01/2023 13:14;27/01/2023 13:14;89,513;90,202
1817;27/01/2023 13:14;27/01/2023 13:14;89,516;90,205
1818;27/01/2023 13:14;27/01/2023 13:14;89,513;90,199
1819;27/01/2023 13:14;27/01/2023 13:14;89,518;90,197
1820;27/01/2023 13:14;27/01/2023 13:14;89,524;90,199
1821;27/01/2023 13:14;27/01/2023 13:14;89,521;90,205
1822;27/01/2023 13:15;27/01/2023 13:15;89,518;90,202
1823;27/01/2023 13:15;27/01/2023 13:15;89,516;90,194
1824;27/01/2023 13:15;27/01/2023 13:15;89,521;90,197
1825;27/01/2023 13:15;27/01/2023 13:15;89,518;90,194
1826;27/01/2023 13:15;27/01/2023 13:15;89,518;90,199
1827;27/01/2023 13:15;27/01/2023 13:15;89,51;90,205
1828;27/01/2023 13:15;27/01/2023 13:15;89,513;90,191
1829;27/01/2023 13:15;27/01/2023 13:15;89,51;90,197
1830;27/01/2023 13:15;27/01/2023 13:15;89,516;90,194
1831;27/01/2023 13:15;27/01/2023 13:15;89,518;90,194
1832;27/01/2023 13:15;27/01/2023 13:15;89,516;90,188
1833;27/01/2023 13:15;27/01/2023 13:15;89,516;90,194
1834;27/01/2023 13:16;27/01/2023 13:16;89,51;90,197
1835;27/01/2023 13:16;27/01/2023 13:16;89,51;90,197
